% Author: Mohamed Idries
% Date and Time: 25 July 2016 15:23
% Comment:
% In this trial I installed a single sonar (maxSonar EZ 1) 3m from each wall. 
% *----------------------
% |         
% |           ^
% |	      3m
% |         
% |   
% |  < 3m     X
% |
% 
% Assuming 0 degrees is pointing up and 90 degrees is pointing to the left.
% I obtained the data by slowly moving it around the fixed point from 0 degrees to 90 degrees.
% Format: Milliseconds, Sonar, AccX, AccY, AccZ, GyrX, GyrY, GyrZ
12769,414,-1776,764,15452,-240,107,554
12772,416,-1884,896,15348,-222,121,597
12776,416,-1800,904,15388,-264,92,645
12780,416,-1892,808,15448,-238,20,740
12783,416,-1888,988,15508,-297,13,769
12787,403,-1924,724,15488,-294,24,799
12790,391,-1872,724,15364,-245,32,875
12794,378,-1952,752,15424,-253,-18,956
12797,368,-1940,816,15428,-264,-63,959
12802,355,-1972,784,15440,-283,-85,1009
12806,345,-1872,884,15360,-272,-74,1031
12809,337,-1896,832,15380,-275,-103,1062
12813,340,-1848,644,15432,-290,-123,1099
12817,340,-1804,764,15448,-280,-132,1192
12820,340,-1652,916,15364,-335,-172,1289
12824,342,-1648,828,15380,-317,-101,1321
12828,342,-1644,692,15404,-314,-85,1374
12831,342,-1644,708,15348,-294,-48,1424
12835,335,-1604,772,15308,-299,-100,1531
12838,325,-1708,744,15396,-301,-76,1556
12843,314,-1552,820,15512,-301,-8,1605
12847,304,-1744,856,15332,-305,20,1575
12850,297,-1820,764,15380,-324,26,1648
12854,294,-1912,696,15368,-297,4,1695
12857,297,-1904,748,15524,-276,2,1694
12861,297,-2020,684,15336,-295,-73,1721
12865,297,-2128,696,15536,-315,-149,1700
12868,297,-2044,672,15476,-279,-157,1683
12872,297,-2016,716,15308,-298,-230,1687
12876,297,-2000,704,15364,-293,-286,1732
12879,297,-1888,736,15544,-287,-237,1717
12883,294,-2000,692,15444,-258,-225,1714
12888,294,-1944,804,15380,-279,-267,1732
12891,294,-2000,852,15488,-330,-265,1740
12895,297,-1872,800,15296,-275,-186,1728
12899,297,-1900,868,15488,-271,-127,1663
12902,294,-1860,1056,15132,-320,-177,1660
12906,297,-1828,728,15572,-304,-150,1674
12910,297,-1924,748,15368,-268,-71,1586
12913,297,-1868,928,15424,-325,-74,1551
12917,297,-1856,928,15320,-322,-53,1569
12920,297,-1752,844,15356,-315,-42,1605
12924,297,-1836,768,15368,-303,-11,1573
12929,297,-1728,788,15592,-299,30,1550
12932,297,-1868,824,15516,-313,69,1564
12936,292,-1804,792,15508,-346,66,1543
12940,292,-1616,556,15488,-320,62,1616
12943,292,-1660,736,15512,-289,165,1590
12947,292,-1688,752,15408,-296,192,1643
12951,292,-1700,712,15360,-293,181,1669
12954,292,-1700,780,15272,-320,233,1694
12958,292,-1632,600,15464,-313,225,1790
12961,294,-1520,704,15432,-306,247,1869
12965,294,-1612,796,15484,-316,309,1871
12969,294,-1652,876,15400,-364,324,1935
12973,294,-1740,736,15420,-352,265,2031
12977,294,-1724,728,15324,-322,339,2054
12981,294,-2012,692,15604,-312,305,2055
12984,292,-2036,776,15352,-358,266,2036
12988,292,-1820,948,15292,-350,281,2041
12992,292,-1824,948,15516,-336,321,2030
12995,292,-1804,1020,15356,-364,301,1980
12999,292,-1948,928,15352,-361,316,1992
13003,292,-1896,820,15336,-318,362,1938
13006,292,-2052,976,15336,-336,312,1926
13010,292,-1904,900,15428,-347,333,1920
13015,294,-1836,976,15404,-351,322,1906
13018,294,-2036,708,15496,-332,309,1951
13022,294,-1856,844,15440,-361,331,1918
13026,294,-1912,768,15416,-355,360,1900
13029,294,-2012,788,15308,-342,309,1928
13033,292,-2220,1020,15180,-317,354,1882
13037,292,-2276,880,15488,-327,266,1804
13040,292,-2228,916,15408,-430,-16,1864
13044,292,-1844,832,15368,-348,184,1854
13048,294,-1924,912,15456,-315,339,1783
13051,292,-2024,1004,15412,-331,337,1728
13056,294,-2152,924,15260,-383,285,1670
13060,292,-2084,888,15384,-367,231,1681
13063,292,-1848,720,15368,-325,331,1591
13067,294,-1836,804,15272,-309,400,1513
13071,294,-1916,824,15468,-320,475,1441
13074,294,-2128,680,15388,-321,426,1434
13078,292,-2064,832,15340,-298,472,1356
13082,292,-2092,912,15188,-298,531,1250
13085,292,-2004,1016,15148,-314,474,1197
13089,292,-1836,852,15320,-322,448,1199
13093,292,-1764,780,15336,-286,518,1129
13096,292,-1772,796,15484,-282,558,1088
13101,292,-1804,704,15392,-289,560,1097
13105,292,-1696,800,15424,-259,641,1103
13108,292,-1816,668,15452,-274,618,1117
13112,299,-1820,908,15320,-280,650,1142
13115,294,-1692,988,15428,-286,691,1159
13119,294,-1748,808,15336,-302,628,1158
13123,294,-1860,792,15420,-307,665,1202
13126,294,-1804,804,15348,-293,653,1251
13130,292,-1740,956,15340,-324,649,1249
13134,292,-1984,864,15248,-279,721,1217
13137,292,-2112,796,15592,-305,591,1297
13142,292,-2132,884,15404,-273,571,1278
13146,292,-2140,872,15196,-322,473,1262
13149,292,-2020,860,15444,-316,453,1232
13153,292,-2020,880,15284,-311,437,1206
13157,292,-2028,896,15384,-286,438,1190
13160,292,-2044,968,15352,-318,386,1136
13164,292,-1896,1004,15336,-326,438,1148
13168,292,-1988,740,15540,-326,471,1115
13171,292,-2020,888,15264,-325,471,1124
13175,292,-2004,784,15488,-330,460,1121
13179,292,-1952,928,15164,-324,428,1096
13182,292,-2064,936,15348,-333,440,1095
13187,292,-1864,864,15304,-338,527,1087
13191,292,-1984,864,15224,-342,549,1071
13194,292,-2164,844,15400,-340,522,1036
13198,294,-2168,892,15376,-326,497,1014
13202,294,-2160,784,15572,-286,475,1011
13205,292,-2140,828,15296,-301,418,932
13209,292,-2132,800,15320,-308,392,941
13212,294,-2032,812,15456,-315,403,910
13216,294,-1920,868,15316,-310,448,873
13220,294,-1880,744,15524,-313,443,905
13223,294,-1968,764,15392,-311,489,879
13228,294,-1968,928,15312,-315,464,906
13232,294,-1948,820,15340,-310,444,885
13235,292,-1832,812,15320,-306,474,918
13239,292,-1836,680,15304,-287,512,940
13242,292,-1884,748,15288,-293,549,948
13246,292,-2012,748,15436,-291,552,915
13250,292,-2064,876,15540,-257,571,872
13253,292,-2020,692,15428,-247,596,828
13257,292,-2204,852,15392,-273,604,769
13260,292,-2256,852,15324,-255,560,738
13264,292,-2148,948,15292,-272,531,691
13268,292,-2280,980,15276,-269,503,578
13272,292,-2184,744,15416,-282,447,585
13276,292,-2188,896,15372,-246,442,510
13280,292,-2132,944,15288,-271,396,479
13283,292,-2156,964,15164,-238,385,454
13287,292,-2180,836,15284,-280,350,409
13290,294,-2108,832,15248,-267,288,398
13294,292,-2020,876,15364,-242,255,443
13298,294,-1856,808,15324,-260,313,416
13301,292,-1900,972,15432,-275,350,435
13305,292,-1716,924,15380,-275,376,460
13308,292,-1860,952,15216,-271,434,445
13313,292,-1892,772,15300,-279,414,475
13317,294,-1924,812,15312,-300,380,546
13320,292,-1832,792,15496,-298,380,593
13324,292,-1748,812,15480,-280,474,614
13328,292,-1912,1040,15328,-289,515,575
13331,294,-1960,736,15428,-319,562,577
13335,292,-2020,744,15452,-315,498,607
13338,294,-2152,780,15324,-323,465,613
13342,294,-2084,852,15236,-293,477,535
13346,294,-2032,864,15472,-316,439,547
13349,294,-1968,768,15492,-272,384,592
13353,294,-2020,796,15316,-276,392,575
13357,294,-2000,732,15216,-272,358,595
13361,294,-2048,812,15316,-287,313,629
13365,294,-2044,780,15432,-270,337,629
13368,294,-2072,884,15216,-263,352,635
13372,294,-1924,780,15544,-258,348,625
13376,294,-2020,812,15368,-267,300,667
13379,292,-1984,752,15284,-261,244,735
13383,292,-1796,744,15492,-264,298,812
13386,292,-1956,828,15352,-243,335,828
13390,292,-1884,976,15360,-284,327,829
13394,292,-1808,844,15320,-298,329,911
13398,292,-1924,748,15416,-289,358,955
13402,292,-1932,732,15392,-299,319,1011
13405,292,-1936,856,15356,-304,309,1061
13409,292,-1880,964,15440,-311,297,1154
13413,292,-2012,820,15232,-345,203,1156
13416,292,-1948,844,15272,-307,173,1188
13420,292,-1704,944,15276,-330,195,1238
13424,292,-1892,888,15216,-313,233,1230
13427,292,-1784,880,15372,-328,266,1253
13431,292,-1896,836,15476,-326,255,1275
13435,292,-1956,800,15272,-320,288,1306
13438,292,-1936,908,15436,-351,268,1346
13443,292,-1804,832,15440,-336,277,1385
13447,292,-1704,824,15420,-329,367,1385
13450,292,-1964,880,15272,-355,365,1397
13454,292,-2080,828,15428,-342,380,1428
13458,292,-2080,976,15632,-297,445,1519
13461,292,-2444,1080,15188,-416,395,1519
13465,294,-1888,956,15480,-489,393,1617
13469,292,-1684,544,15572,-369,554,1630
13472,292,-1920,860,15192,-396,555,1645
13476,292,-1960,668,15476,-375,479,1705
13480,292,-1896,860,15372,-357,632,1685
13484,292,-2096,1064,15236,-380,612,1654
13488,292,-2068,756,15420,-434,567,1652
13492,292,-2196,732,15388,-415,532,1648
13495,292,-2128,880,15260,-379,545,1635
13499,292,-2144,612,15556,-343,515,1622
13503,292,-2336,880,15396,-382,445,1592
13506,292,-1964,976,15364,-351,455,1608
13510,292,-1888,912,15352,-393,471,1637
13514,294,-1900,952,15212,-349,516,1586
13517,294,-2004,756,15436,-375,508,1605
13521,292,-2028,872,15360,-342,461,1610
13526,294,-2172,796,15256,-395,426,1638
13529,292,-2304,892,15320,-372,403,1666
13533,292,-2112,924,15500,-364,353,1671
13536,294,-2136,840,15424,-385,341,1727
13540,294,-2180,852,15408,-364,325,1698
13544,294,-2240,792,15444,-370,300,1688
13547,294,-2044,960,15380,-355,300,1701
13551,294,-2044,892,15212,-351,274,1688
13555,292,-2076,792,15440,-392,235,1652
13558,294,-1972,704,15384,-367,330,1634
13562,294,-2024,928,15276,-325,385,1537
13566,294,-2256,916,15504,-356,388,1465
13570,294,-2172,640,15344,-392,339,1433
13574,294,-2364,872,15412,-343,392,1331
13578,292,-2444,644,15408,-322,294,1342
13581,292,-2196,832,15512,-339,190,1380
13585,292,-2000,840,15384,-313,214,1420
13589,292,-1920,944,15392,-335,245,1464
13592,292,-1860,756,15464,-372,268,1440
13596,292,-2008,940,15484,-349,358,1450
13600,292,-1944,680,15156,-382,276,1557
13603,292,-2024,832,15244,-371,317,1446
13607,294,-2076,820,15396,-339,279,1505
13612,294,-2308,676,15456,-373,181,1549
13615,294,-2196,828,15472,-374,130,1548
13619,294,-2088,676,15284,-318,227,1551
13623,292,-2224,932,15536,-311,174,1513
13626,292,-2156,772,15344,-349,201,1482
13630,292,-2156,980,15276,-391,171,1419
13634,292,-2104,904,15308,-352,193,1396
13637,292,-2084,808,15424,-334,166,1400
13641,292,-2040,912,15544,-324,173,1390
13644,292,-1560,812,15940,-371,255,1369
13648,292,-1352,1112,15072,-424,397,1453
13652,292,-1668,428,15560,-364,457,1546
13657,292,-2264,748,15048,-361,331,1614
13660,292,-2312,880,15244,-330,282,1593
13664,292,-2220,996,15264,-347,232,1567
13667,292,-2080,976,15280,-361,236,1562
13671,292,-2156,1100,15300,-378,234,1505
13675,292,-2144,800,15336,-370,186,1513
13679,292,-2128,828,15404,-349,182,1518
13682,292,-2076,952,15308,-337,187,1461
13686,294,-2024,1008,15296,-355,262,1364
13690,292,-2176,952,15376,-363,256,1325
13693,292,-2176,848,15348,-329,257,1336
13698,292,-2216,872,15260,-349,241,1281
13702,292,-2108,768,15324,-310,239,1281
13705,292,-2208,864,15404,-329,225,1163
13709,292,-2092,964,15276,-312,233,1092
13712,292,-2072,820,15216,-294,206,1136
13716,294,-2064,648,15472,-333,178,1139
13720,294,-1960,776,15504,-274,291,1134
13723,292,-2028,876,15376,-301,335,1110
13727,292,-1944,948,15448,-333,322,1109
13731,292,-1944,724,15408,-317,344,1127
13734,294,-2088,752,15272,-285,321,1147
13739,292,-2248,816,15460,-306,275,1182
13743,294,-2132,856,15340,-348,234,1229
13746,292,-2216,784,15412,-319,241,1196
13750,292,-2124,716,15348,-336,219,1146
13754,294,-2188,712,15448,-299,260,1117
13757,294,-2180,880,15220,-307,229,1024
13761,294,-2344,956,15368,-322,253,939
13765,294,-2488,988,15312,-296,193,893
13768,292,-2384,888,15224,-278,162,805
13772,292,-2288,920,15412,-286,139,745
13775,292,-2304,1012,15348,-279,174,651
13779,294,-2244,876,15336,-268,168,592
13784,294,-2136,892,15212,-277,153,546
13787,292,-2176,856,15132,-297,183,478
13791,292,-2508,876,15300,-277,162,464
13795,294,-1840,508,15456,-213,208,489
13798,294,-2028,788,15476,-259,81,496
13802,294,-2096,820,15456,-248,185,460
13805,294,-2028,832,15440,-250,189,446
13809,294,-2120,828,15244,-225,199,448
13813,292,-2052,896,15428,-238,171,405
13816,294,-2268,868,15428,-272,141,386
13820,294,-2148,852,15304,-232,156,374
13824,292,-2116,832,15364,-229,160,358
13828,292,-1976,812,15356,-254,177,336
13832,292,-1836,856,15376,-203,231,326
13835,292,-2144,888,15288,-214,253,299
13839,292,-2128,832,15424,-208,204,278
13842,292,-2168,756,15352,-217,195,277
13846,292,-2216,800,15352,-222,175,241
13850,292,-2176,840,15364,-225,151,281
13853,292,-2088,776,15420,-193,116,235
13857,292,-2100,952,15256,-200,137,231
13861,292,-2140,804,15488,-204,106,216
13864,292,-2100,844,15428,-210,129,213
13869,292,-2032,876,15424,-189,105,200
13872,292,-2052,948,15232,-210,131,181
13876,292,-2088,888,15344,-214,154,158
13880,292,-2060,908,15460,-213,149,117
13883,292,-2052,928,15296,-218,158,102
13887,292,-2052,860,15284,-220,193,83
13890,292,-1960,808,15328,-212,222,58
13894,292,-2088,864,15428,-223,213,56
13897,292,-2128,832,15268,-209,258,20
13901,292,-2100,952,15420,-223,255,22
13905,292,-2088,812,15352,-207,240,7
13908,292,-2052,844,15388,-190,211,-21
13913,292,-2124,912,15204,-211,207,-19
13916,294,-2120,824,15324,-190,185,-33
13920,292,-2108,868,15236,-219,160,-26
13923,292,-1940,816,15552,-200,156,-4
13927,292,-1928,856,15516,-211,168,-19
13930,292,-1900,804,15244,-205,171,19
13934,294,-1976,920,15396,-214,211,53
13938,292,-1952,820,15392,-232,159,71
13941,292,-1876,728,15420,-213,158,111
13945,292,-1896,776,15400,-205,178,144
13948,294,-1848,764,15388,-234,208,196
13953,297,-1824,820,15456,-239,204,253
13957,292,-1856,876,15460,-240,223,303
13960,292,-1968,880,15408,-241,226,358
13964,294,-1948,672,15448,-250,260,374
13967,292,-1956,952,15380,-227,242,353
13971,292,-1920,856,15416,-248,253,384
13975,292,-1872,960,15496,-249,260,380
13978,292,-1980,808,15320,-257,268,389
13982,292,-1968,856,15376,-258,243,423
13986,292,-2012,824,15436,-248,281,449
13989,292,-1900,776,15284,-238,282,467
13993,292,-1988,844,15436,-250,319,489
13997,292,-1912,796,15440,-263,310,478
14001,292,-2056,796,15312,-266,313,546
14005,292,-2020,804,15464,-247,334,552
14008,294,-2092,832,15300,-230,317,533
14012,294,-2108,788,15344,-247,268,586
14015,294,-2140,736,15392,-245,254,572
14019,294,-2044,812,15520,-215,253,615
14023,292,-2140,696,15440,-277,203,647
14026,292,-2040,856,15416,-299,195,669
14030,292,-1976,732,15412,-275,186,726
14033,292,-1900,808,15404,-248,229,729
14038,292,-2096,832,15492,-253,259,686
14042,292,-2256,888,15292,-289,242,671
14045,292,-2136,880,15264,-298,214,663
14049,292,-2092,756,15352,-257,170,640
14053,294,-2112,892,15200,-258,173,649
14056,294,-2096,1112,15480,-454,53,637
14060,294,-1528,704,15432,-253,279,653
14063,294,-1912,704,15300,-226,352,721
14067,294,-2088,1044,15312,-324,242,651
14071,292,-2000,996,15516,-315,293,643
14074,292,-2052,764,15144,-281,283,657
14078,292,-2120,648,15316,-266,253,725
14082,292,-1888,900,15396,-269,235,790
14086,292,-1812,960,15380,-283,260,860
14090,292,-1856,920,15384,-326,274,884
14093,292,-1820,848,15392,-301,321,898
14097,292,-1972,792,15328,-325,322,962
14101,292,-2032,760,15404,-327,324,1041
14104,292,-1992,808,15324,-340,257,1105
14108,292,-1784,904,15340,-334,282,1172
14112,292,-1816,916,15456,-339,313,1236
14115,292,-1720,900,15344,-352,394,1323
14119,294,-1684,808,15264,-368,416,1333
14123,292,-1892,900,15448,-362,431,1411
14127,292,-2096,808,15284,-362,345,1510
14131,294,-2108,856,15316,-359,335,1558
14134,292,-1940,828,15256,-362,318,1544
14138,292,-2000,896,15400,-374,379,1560
14142,292,-2092,772,15360,-354,399,1504
14145,292,-2368,800,15320,-365,344,1504
14149,292,-2244,796,15304,-356,319,1431
14153,292,-2268,836,15196,-341,265,1365
14156,292,-2372,896,15280,-340,227,1301
14160,292,-2256,984,15260,-360,218,1253
14164,292,-2152,940,15204,-355,223,1163
14168,292,-2124,992,15308,-343,231,1103
14172,292,-2176,792,15284,-312,185,1069
14176,292,-2176,892,15236,-324,175,1082
14179,292,-2044,960,15408,-302,154,1037
14183,292,-1988,948,15368,-295,111,1048
14187,292,-1996,832,15488,-335,163,1025
14190,292,-2016,824,15240,-316,147,1068
14194,294,-1980,856,15440,-289,165,1064
14198,292,-1928,888,15432,-307,138,1119
14201,294,-1912,892,15256,-332,133,1141
14205,294,-1904,780,15376,-331,131,1196
14210,292,-1868,864,15276,-317,168,1210
14213,292,-2044,868,15324,-332,176,1224
14217,294,-1912,816,15476,-333,171,1217
14220,292,-2000,972,15432,-335,172,1219
14224,292,-2028,992,15368,-317,203,1174
14228,292,-2068,924,15364,-319,188,1094
14231,292,-2012,788,15420,-322,182,1143
14235,292,-2000,864,15308,-323,210,1134
14239,292,-1852,964,15372,-352,226,1127
14242,292,-1948,900,15252,-331,296,1069
14246,292,-2048,772,15288,-312,336,1028
14251,292,-1908,748,15548,-297,344,1056
14254,292,-2168,764,15532,-314,321,1074
14258,292,-2116,824,15172,-325,330,1046
14262,292,-2024,888,15164,-272,325,980
14265,292,-2092,960,15480,-310,307,951
14269,292,-2152,888,15304,-320,267,927
14273,292,-2016,868,15412,-249,274,926
14276,292,-2208,908,15316,-254,268,887
14280,292,-2128,1008,15364,-293,246,833
14283,289,-2124,828,15172,-271,277,782
14287,292,-2260,804,15412,-278,265,696
14291,292,-2136,876,15372,-277,270,660
14295,292,-2276,792,15148,-256,329,611
14299,292,-2020,780,15392,-275,300,597
14302,292,-2212,840,15224,-244,347,503
14306,292,-2292,864,15252,-265,374,463
14310,292,-2304,776,15360,-262,363,404
14313,292,-2244,824,15360,-262,350,399
14317,292,-2168,836,15236,-245,310,371
14321,292,-2212,812,15460,-216,283,354
14324,292,-2092,880,15400,-233,311,324
14328,292,-2144,896,15372,-239,326,275
14331,292,-2156,1032,15312,-258,306,296
14336,292,-2064,796,15392,-250,296,320
14340,292,-2112,872,15400,-239,319,288
14343,292,-2100,908,15256,-228,326,265
14347,292,-2184,840,15480,-238,261,243
14351,292,-2116,904,15300,-256,275,233
14354,292,-1968,940,15364,-252,322,230
14358,292,-2020,948,15424,-243,348,224
14361,292,-1936,860,15264,-269,380,232
14365,292,-2100,804,15336,-227,375,234
14369,292,-2140,976,15340,-273,380,269
14372,292,-2084,868,15532,-276,356,270
14376,292,-2004,900,15216,-242,326,292
14380,292,-2096,816,15340,-232,374,259
14384,292,-2188,780,15464,-235,356,245
14388,292,-2164,888,15268,-271,348,208
14391,292,-2108,892,15372,-254,347,195
14395,292,-2124,1528,15208,-300,345,222
14399,292,-1760,904,14828,-115,644,306
14402,292,-2000,1028,15156,-492,130,294
14406,292,-1484,616,15436,-215,532,322
14409,292,-2236,788,15164,-266,487,310
14413,292,-2108,912,15436,-341,388,245
14417,292,-2020,748,15448,-227,551,226
14420,294,-2160,752,15236,-268,445,193
14425,292,-2160,832,15352,-273,421,180
14428,292,-2096,732,15180,-242,470,132
14432,292,-1768,712,15296,-151,467,129
14436,292,-2316,872,15260,-254,356,97
14439,292,-2076,808,15392,-253,406,45
14443,292,-2104,724,15348,-217,414,24
14446,292,-2132,680,15400,-229,411,-6
14450,292,-2068,780,15456,-104,459,37
14453,294,-2160,820,15284,-153,400,29
14457,292,-2132,872,15412,-184,376,4
14460,292,-2228,844,15236,-175,363,39
14465,294,-2224,800,15324,-177,351,-23
14469,294,-2008,864,15308,-199,363,-33
14472,294,-1984,888,15276,-236,370,-27
14476,292,-1992,852,15444,-213,416,3
14479,294,-1948,812,15412,-201,474,20
14483,294,-2036,780,15220,-203,477,11
14486,294,-2296,768,15272,-179,479,24
14490,292,-2184,756,15388,-196,440,45
14493,292,-2228,880,15356,-221,426,25
14497,292,-2272,940,15328,-186,409,39
14501,292,-2244,828,15328,-206,365,26
14504,294,-2308,736,15356,-193,283,41
14509,294,-2328,720,15396,-196,235,19
14512,294,-2256,900,15264,-205,208,41
14516,294,-2040,952,15340,-193,211,34
14519,294,-2012,836,15256,-190,265,-13
14523,294,-2024,944,15376,-197,299,-23
14527,292,-2208,756,15260,-172,348,-44
14530,292,-2208,736,15340,-168,363,-65
14534,292,-2300,796,15332,-193,326,-61
14537,591,-2248,876,15332,-190,296,-68
14541,622,-2056,876,15364,-191,278,-90
14544,632,-1976,940,15416,-175,282,-121
14548,632,-2028,888,15360,-162,315,-106
14553,629,-2060,840,15400,-176,312,-141
14556,629,-2064,904,15528,-160,346,-128
14560,629,-2160,892,15240,-203,362,-140
14563,629,-2148,1004,15312,-184,358,-128
14567,627,-2064,860,15292,-199,318,-147
14571,627,-2124,752,15404,-185,350,-127
14574,627,-2220,860,15416,-157,338,-128
14578,627,-2252,924,15284,-188,305,-110
14582,629,-2216,840,15372,-195,246,-106
14585,627,-2236,696,15312,-193,212,-104
14589,627,-2164,852,15436,-183,223,-102
14593,627,-2028,960,15292,-172,236,-106
14597,627,-2088,896,15368,-214,256,-108
14601,627,-1988,876,15364,-169,307,-108
14604,627,-2008,800,15300,-199,342,-124
14608,627,-2032,836,15340,-199,394,-105
14612,627,-1944,856,15312,-216,420,-104
14615,607,-1972,864,15364,-215,473,-81
14619,584,-2036,828,15312,-208,479,-86
14622,563,-1944,824,15312,-215,592,-67
14626,543,-2040,908,15256,-225,594,-64
14629,528,-2100,780,15416,-219,612,-48
14633,510,-2072,900,15300,-208,617,0
14638,492,-2268,944,15320,-228,616,-16
